Insercao,NumeroInserido,Comp_BST,Comp_AVL
4206,28960,30,24
4207,19282,20,24
4208,29722,34,20
4209,12695,34,26
4210,30675,34,26
4211,30322,42,24
4212,24144,28,22
4213,13432,28,24
4214,7654,40,28
4215,7771,36,28
4216,9581,32,22
4217,31445,20,22
4218,2456,26,20
4219,7751,36,26
4220,1655,30,26
4221,4046,34,24
4222,1486,26,26
4223,9121,32,24
4224,24165,26,24
4225,1806,34,24
4226,30664,38,26
4227,30588,36,24
4228,4773,32,26
4229,647,22,22
4230,32315,26,26
4231,15047,22,26
4232,289,24,22
4233,22856,40,26
4234,12705,34,26
4235,7899,36,24
4236,27215,32,26
4237,7298,32,24
4238,30642,38,24
4239,14229,22,24
4240,20681,26,24
4241,21258,30,22
4242,6492,34,26
4243,31508,32,26
4244,9236,34,24
4245,14858,24,26
4246,4850,30,26
4247,3792,16,24
4248,17063,32,24
4249,16192,24,22
4250,5580,24,28
4251,12049,44,24
4252,18102,30,24
4253,23795,30,24
4254,3004,30,22
4255,21042,32,24
4256,20153,30,28
4257,10190,28,22
4258,9190,32,22
4259,9032,32,24
4260,16281,24,24
4261,10575,30,22
4262,5645,46,26
4263,20387,32,26
4264,27430,40,26
4265,10427,30,24
4266,17614,20,24
4267,8850,30,24
4268,8706,38,22
4269,3438,26,28
4270,12840,28,24
4271,25199,32,24
4272,24452,34,26
4273,22482,34,26
4274,11235,24,26
4275,1391,20,24
4276,4481,28,26
4277,5463,30,24
4278,31523,32,26
4279,31111,28,24
4280,21794,28,24
4281,3257,22,24
4282,12065,36,22
4283,2007,18,22
4284,15239,24,26
4285,20266,28,26
4286,17179,26,24
4287,27114,38,26
4288,9,24,22
4289,9916,30,24
4290,7520,42,28
4291,18282,20,24
4292,29914,32,20
4293,10644,28,24
4294,21811,26,24
4295,12829,30,24
4296,1146,22,22
4297,30918,24,26
4298,9642,32,22
4299,24018,26,24
4300,9294,28,24
4301,16815,32,26
4302,7676,42,24
4303,16616,24,24
4304,2348,20,22
4305,4070,30,26
4306,1882,30,24
4307,16265,28,26
4308,14089,28,24
4309,15693,30,26
4310,14564,28,26
4311,2340,20,22
4312,10573,32,24
4313,20773,34,24
4314,14932,20,24
4315,12176,44,24
4316,1203,24,22
4317,20786,36,26
4318,2220,28,22
4319,18762,30,24
4320,18404,20,24
4321,7750,38,28
4322,9290,30,24
4323,15122,20,24
4324,2962,28,22
4325,28604,42,28
4326,17838,24,22
4327,29236,40,24
4328,128,28,22
4329,32048,30,26
4330,9944,30,24
4331,22279,38,24
4332,13926,36,26
4333,1811,36,26
4334,15458,24,24
4335,25264,32,24
4336,7228,34,24
4337,19475,26,26
4338,5900,34,24
4339,5846,32,24
4340,25801,32,26
4341,1198,24,22
4342,29365,32,26
4343,16046,30,24
4344,23306,42,28
4345,32209,26,26
4346,28079,50,26
4347,32510,28,24
4348,31033,26,20
4349,11580,38,22
4350,24971,32,26
4351,23276,36,26
4352,13454,28,24
4353,151,34,22
4354,16221,30,24
4355,20824,30,24
4356,19377,22,28
4357,14906,22,26
4358,19088,28,26
4359,26541,36,26
4360,16420,32,24
4361,21624,32,26
4362,19847,24,24
4363,10025,32,24
4364,12360,34,26
4365,25996,38,24
4366,23499,22,24
4367,24346,28,26
4368,27258,44,26
4369,29216,36,26
4370,24785,18,22
4371,15104,18,24
4372,660,26,22
4373,30665,40,26
4374,3170,20,24
4375,11211,24,26
4376,28503,44,28
4377,32603,18,22
4378,20420,28,24
4379,27614,32,24
4380,897,22,22
4381,31983,24,22
4382,786,28,24
4383,16146,26,24
4384,28363,42,28
4385,1951,20,22
4386,2966,30,24
4387,264,28,22
4388,5792,40,24
4389,17979,26,22
4390,12207,46,22
4391,28212,42,24
4392,22260,36,24
4393,12536,24,22
4394,22928,34,26
4395,12584,28,26
4396,5315,30,24
4397,19008,34,26
4398,27282,44,26
4399,25134,30,24
4400,24788,20,24
4401,9956,28,24
4402,30555,36,24
4403,9197,32,22
4404,29317,32,24
4405,16193,26,24
4406,20273,30,26
4407,7655,42,26
4408,21349,24,28
4409,13949,30,26
4410,2351,24,22
4411,11067,30,24
4412,19234,26,24
4413,31266,24,26
4414,24437,34,24
4415,15673,20,26
4416,28244,38,24
4417,31443,22,26
4418,7294,34,26
4419,3832,20,28
4420,27206,32,28
4421,21660,36,26
4422,9096,32,24
4423,17644,30,24
4424,29458,34,22
4425,29175,36,24
4426,3609,36,26
4427,13872,30,24
4428,13697,28,24
4429,4414,26,24
4430,28583,32,28
4431,17276,30,24
4432,28417,40,26
4433,25025,28,26
4434,27814,48,26
4435,12385,34,26
4436,11869,44,22
4437,13707,24,24
4438,18061,26,24
4439,25111,32,22
4440,7481,28,24
4441,5695,36,24
4442,28889,34,24
4443,315,28,24
4444,23541,22,24
4445,8922,28,24
4446,6367,36,24
4447,9949,30,26
4448,31788,22,26
4449,20502,38,24
4450,6556,36,24
4451,2008,20,24
4452,9881,30,24
4453,17384,32,26
4454,7540,42,26
4455,25041,28,24
4456,12652,32,26
4457,32123,26,24
4458,30168,34,24
4459,12462,34,26
4460,24177,28,26
4461,19969,28,26
4462,20537,34,26
4463,25738,28,24
4464,28060,48,28
4465,31621,30,24
4466,9433,28,24
4467,1126,28,22
4468,5398,28,24
4469,20267,30,28
4470,11755,46,24
4471,13917,34,24
4472,3040,32,24
4473,26622,34,22
4474,546,30,24
4475,6896,38,28
4476,713,24,22
4477,15520,24,24
4478,25186,34,26
4479,6290,32,22
4480,20193,30,26
4481,28431,40,26
4482,5599,24,26
4483,22863,34,22
4484,15760,32,26
4485,17035,34,24
4486,19728,28,24
4487,10386,38,20
4488,5370,28,26
4489,22977,38,26
4490,6960,34,28
4491,19785,26,24
4492,22911,34,26
4493,31823,26,26
4494,28853,32,26
4495,9070,32,24
4496,10290,26,24
4497,7437,36,24
4498,26425,42,26
4499,853,28,24
4500,21688,30,26
4501,17579,22,26
4502,11378,40,24
4503,12903,26,24
4504,19150,24,24
4505,17531,24,26
4506,2493,22,24
4507,29255,38,24
4508,25125,32,22
4509,24267,38,24
4510,27143,36,26
4511,21242,30,26
4512,3485,30,26
4513,9686,34,24
4514,14597,22,26
4515,31753,28,26
4516,15160,14,22
4517,17426,28,24
4518,2696,16,22
4519,23302,40,26
4520,26906,36,24
4521,16038,32,26
4522,855,26,24
4523,22328,34,24
4524,24552,38,24
4525,14929,22,26
4526,2388,22,22
4527,3712,30,26
4528,16784,36,26
4529,21785,30,26
4530,30468,40,22
4531,11993,42,24
4532,30341,44,26
4533,16117,30,24
4534,20385,34,26
4535,21956,30,26
4536,6359,38,22
4537,5465,32,26
4538,15374,14,22
4539,20024,22,24
4540,18231,16,24
4541,5266,32,24
4542,5822,34,26
4543,6812,26,24
4544,25998,40,26
4545,24584,36,24
4546,476,40,22
4547,16136,26,24
4548,23613,34,26
4549,4191,38,28
4550,29409,34,26
4551,30888,30,24
4552,27823,50,26
4553,6386,38,26
4554,21971,30,24
4555,2592,20,24
4556,23710,38,26
4557,18020,34,26
4558,5887,32,24
4559,9812,38,24
4560,13332,30,26
4561,23051,38,24
4562,23689,36,22
4563,16470,26,22
4564,15079,20,26
4565,18682,30,24
4566,5722,30,22
4567,16155,26,24
4568,30627,34,26
4569,6765,32,22
4570,10992,24,22
4571,31863,24,26
4572,30110,40,26
4573,7202,34,22
4574,8476,36,22
4575,26956,32,24
4576,24012,36,24
4577,26693,30,24
4578,15524,20,24
4579,8471,38,24
4580,22588,34,26
4581,10689,22,24
4582,8965,30,24
4583,13749,22,24
4584,27231,38,28
4585,3488,32,28
4586,2514,22,24
4587,9807,40,24
4588,5323,32,26
4589,22508,26,26
4590,32739,20,26
4591,5016,28,22
4592,27439,40,24
4593,5111,32,22
4594,5095,34,24
4595,19057,28,26
4596,32107,24,26
4597,559,30,22
4598,14058,24,24
4599,17173,24,24
4600,1325,32,26
4601,23828,32,26
4602,5483,38,26
4603,5357,24,26
4604,22214,34,22
4605,25168,38,26
4606,21991,32,26
4607,23601,36,26
4608,31507,34,28
4609,19040,36,26
4610,21771,30,26
4611,4137,42,28
4612,2756,28,26
4613,16176,28,26
4614,22244,38,24
4615,19402,28,28
4616,26691,32,26
4617,21451,26,26
4618,30476,42,24
4619,21192,32,26
4620,1061,20,22
4621,13167,22,26
4622,28178,44,22
4623,11093,28,22
4624,6141,34,26
4625,24800,24,24
4626,9491,30,26
4627,22934,32,26
4628,24486,42,26
4629,11740,42,22
4630,124,28,22
4631,30086,40,26
4632,8596,30,20
4633,17941,24,26
4634,16389,30,26
4635,14219,24,26
4636,3557,32,26
4637,19779,28,26
4638,7258,38,24
4639,18993,34,26
4640,26436,42,26
4641,29812,32,24
4642,22302,34,26
4643,10783,34,26
4644,13069,34,26
4645,3120,18,26
4646,16969,34,24
4647,13489,22,24
4648,10285,28,26
4649,6247,34,22
4650,14429,22,26
4651,7104,34,26
4652,10294,28,26
4653,7589,50,26
4654,28886,36,24
4655,4341,30,26
4656,1779,28,22
4657,30620,36,28
4658,27816,52,26
4659,15263,24,24
4660,21889,24,22
4661,26239,40,24
4662,21188,34,26
4663,27046,30,24
4664,9628,34,24
4665,12044,46,24
4666,13621,20,26
4667,16124,28,26
4668,23757,42,28
4669,25112,34,24
4670,21354,26,28
4671,3167,22,28
4672,22548,34,24
4673,29603,40,26
4674,15771,30,24
4675,32694,20,26
4676,15091,16,24
4677,32682,14,24
4678,5590,26,28
4679,29579,38,24
4680,21034,32,24
4681,1477,18,26
4682,6274,38,24
4683,17361,22,26
4684,4796,34,28
4685,294,26,24
4686,31581,30,24
4687,30600,36,24
4688,20741,30,26
4689,5711,32,24
4690,2515,24,24
4691,8523,42,22
4692,24362,28,24
4693,484,28,24
4694,2341,22,24
4695,22474,28,24
4696,26254,42,24
4697,4695,34,28
4698,28210,44,26
4699,18092,26,24
4700,7178,38,24
4701,22206,36,24
4702,12461,36,26
4703,7555,44,28
4704,30840,32,22
4705,2888,18,24
4706,12159,46,24
4707,5594,28,28
4708,28409,38,28
4709,31003,36,24
4710,28361,44,28
4711,31261,28,24
4712,26230,46,26
4713,23054,40,26
4714,5820,36,26
4715,24889,30,26
4716,30156,36,24
4717,19347,22,26
4718,4142,44,28
4719,7154,40,26
4720,13745,20,24
4721,23556,34,26
4722,18394,22,24
4723,10600,26,22
4724,3272,28,26
4725,7637,40,26
4726,23070,42,26
4727,31970,26,24
4728,23534,24,26
4729,15924,24,24
4730,22734,34,24
4731,17839,26,24
4732,1586,18,24
4733,14244,24,24
4734,28945,32,26
4735,10099,30,24
4736,14465,16,26
4737,5161,30,22
4738,4709,34,28
4739,18167,30,24
4740,11719,44,22
4741,7613,44,26
4742,19950,28,28
4743,24867,30,26
4744,24359,30,26
4745,5983,22,24
4746,3169,24,28
4747,30480,40,24
4748,12755,34,26
4749,18760,32,24
4750,3770,30,26
4751,21382,28,26
4752,21851,26,24
4753,18852,26,26
4754,31,28,24
4755,24728,22,26
4756,14746,30,26
4757,27840,44,24
4758,20607,26,22
4759,18078,30,26
4760,30045,34,24
4761,5689,38,26
4762,19015,36,26
4763,1956,22,24
4764,8670,42,22
4765,9348,34,22
4766,972,24,22
4767,15189,24,24
4768,31468,30,26
4769,9196,34,24
4770,20253,28,24
4771,14174,26,26
4772,4797,36,30
4773,14423,20,24
4774,744,24,24
4775,24906,24,26
4776,31572,34,26
4777,26599,36,24
4778,20382,36,26
4779,30369,40,24
4780,24534,36,24
4781,24432,30,26
4782,9203,34,24
4783,3962,36,28
4784,19951,30,28
4785,15523,22,26
4786,10942,30,24
4787,18553,30,26
4788,13070,36,28
4789,29743,34,22
4790,2461,30,24
4791,27797,38,26
4792,22454,28,24
4793,22163,36,24
4794,21581,34,28
4795,19999,26,26
4796,8663,40,22
4797,7764,38,28
4798,6171,36,28
4799,28404,36,28
4800,590,26,22
4801,4929,28,26
4802,1875,32,26
4803,24200,26,26
4804,1562,26,26
4805,29064,38,24
4806,24250,38,26
4807,6996,32,28
4808,13737,22,26
4809,25649,32,24
4810,22066,26,24
4811,25814,32,22
4812,12967,26,22
4813,9450,26,24
4814,8235,30,20
4815,18620,26,24
4816,3772,32,26
4817,4496,26,28
4818,3785,18,28
4819,30795,30,22
4820,20041,28,28
4821,4052,36,28
4822,10006,34,22
4823,11295,34,24
4824,3784,20,28
4825,23283,38,28
4826,32177,20,26
4827,5286,34,26
4828,21356,28,28
4829,18587,26,24
4830,24375,30,26
4831,22750,32,24
4832,5033,32,24
4833,2933,18,24
4834,3387,30,24
4835,26458,48,24
4836,10710,32,26
4837,25157,36,24
4838,8705,40,24
4839,11682,42,24
4840,22638,24,26
4841,9327,32,24
4842,31470,32,28
4843,10455,28,22
4844,10270,28,26
4845,30651,40,24
4846,10046,30,24
4847,27675,40,22
4848,4949,28,28
4849,3869,22,28
4850,24761,22,26
4851,13336,32,28
4852,17944,26,26
4853,32180,22,28
4854,6202,26,26
4855,9739,28,24
4856,16412,34,24
4857,21574,36,28
4858,1836,30,24
4859,22431,36,24
4860,25935,40,24
4861,22358,34,24
4862,10093,30,22
4863,7766,40,28
4864,14076,28,24
4865,7195,36,24
4866,10749,30,24
4867,10567,34,24
4868,23424,30,26
4869,19768,26,24
4870,19197,20,24
4871,8355,32,24
4872,29505,42,22
4873,4837,30,28
4874,9421,30,24
4875,27999,40,24
4876,11899,48,22
4877,6558,38,26
4878,4097,36,24
4879,31717,30,26
4880,32677,16,26
4881,10197,28,24
4882,6375,40,28
4883,4676,30,26
4884,24705,30,26
4885,5002,24,26
4886,7138,38,24
4887,28271,36,26
4888,1078,28,20
4889,27147,38,26
4890,5313,30,26
4891,19181,24,26
4892,25777,20,24
4893,1283,20,26
4894,13281,30,24
4895,11704,34,22
4896,19215,28,26
4897,14313,20,26
4898,12907,28,24
4899,4261,38,28
4900,6627,32,26
4901,10968,28,24
4902,26783,38,26
4903,14663,24,26
4904,21894,26,24
4905,14533,26,26
4906,18449,28,26
4907,1710,30,24
4908,21446,28,26
4909,9831,36,22
4910,17084,26,22
4911,11074,26,24
4912,2702,18,24
4913,28093,52,28
4914,7656,44,26
4915,10605,30,22
4916,30524,38,24
4917,12137,34,22
4918,2566,26,24
4919,30962,32,22
4920,1125,30,24
4921,1909,28,24
4922,30399,38,26
4923,14815,28,26
4924,3641,32,24
4925,1515,26,26
4926,5828,36,24
4927,14808,28,26
4928,22385,44,26
4929,4887,24,28
4930,26629,36,24
4931,16903,32,24
4932,6222,32,26
4933,23685,34,24
4934,15863,30,26
4935,13244,30,26
4936,2241,22,22
4937,6631,34,26
4938,23616,36,28
4939,132,30,22
4940,17928,26,24
4941,12995,24,28
4942,23162,34,26
4943,31440,24,26
4944,28618,42,28
4945,8668,44,24
4946,26455,50,26
4947,9512,28,24
4948,25822,34,24
4949,2413,26,24
4950,17178,28,26
4951,26805,32,26
4952,26096,44,22
4953,12871,26,22
4954,5791,42,26
4955,3376,28,24
4956,32667,18,24
4957,9010,32,26
4958,4183,40,24
4959,10204,26,24
4960,20581,28,24
4961,9646,34,24
4962,9365,36,24
4963,10566,36,26
4964,24053,32,24
4965,25301,32,24
4966,27101,28,24
4967,22650,26,26
4968,29559,40,24
4969,22577,30,26
4970,2654,16,24
4971,3702,32,26
4972,16194,28,26
4973,3793,18,26
4974,28349,46,28
4975,17887,22,24
4976,29624,38,26
4977,18588,28,26
4978,1556,28,26
4979,21235,26,26
4980,6117,38,24
4981,20283,32,28
4982,22463,24,26
4983,12430,32,26
4984,5439,24,24
4985,1862,34,26
4986,18578,28,26
4987,10130,24,24
4988,5297,30,24
4989,4718,34,28
4990,27509,32,22
4991,18252,16,24
4992,24052,34,26
4993,16032,34,26
4994,1316,32,26
4995,9900,26,24
4996,28931,26,26
4997,2711,20,24
4998,1984,20,22
4999,22408,42,24
5000,25497,26,26
5001,17311,18,24
5002,4452,28,28
5003,5015,30,24
5004,3503,34,28
5005,18287,18,24
5006,24908,26,26
5007,16586,32,26
5008,21438,30,24
5009,7308,34,26
5010,15188,26,24
5011,14547,28,26
5012,8830,36,26
5013,12280,34,24
5014,5452,18,26
5015,13430,30,24
5016,16437,24,24
5017,4565,30,28
5018,11421,34,24
5019,24503,36,26
5020,13063,34,28
5021,20079,30,28
5022,27293,42,28
5023,32658,18,24
5024,9766,32,24
5025,23623,38,28
5026,28091,54,28
5027,18824,26,24
5028,17043,32,24
5029,15183,28,26
5030,18927,24,24
5031,1602,20,24
5032,24742,24,26
5033,2964,32,24
5034,25576,28,26
5035,31042,28,24
5036,8487,42,24
5037,26829,36,26
5038,11855,46,22
5039,14618,20,24
5040,13491,22,26
5041,9263,28,24
5042,19536,22,26
5043,22491,32,24
5044,12897,28,24
5045,15703,30,26
5046,16806,32,26
5047,21644,30,28
5048,30231,48,26
5049,26733,26,24
5050,7030,40,28
5051,30570,36,24
5052,2769,24,26
5053,7076,34,28
5054,20179,32,24
5055,8886,34,24
5056,13228,30,24
5057,7196,38,28
5058,3391,32,26
5059,1328,34,26
5060,6983,32,24
5061,32626,16,26
5062,16141,28,26
5063,23958,34,24
5064,17631,28,26
5065,25171,40,26
5066,18490,32,24
5067,22475,30,26
5068,21368,20,26
5069,22212,36,24
5070,18835,28,26
5071,7164,42,28
5072,368,32,24
5073,19691,30,26
5074,19937,30,26
5075,3899,28,26
5076,18923,26,26
5077,31576,32,26
5078,27017,36,26
5079,25275,34,26
5080,2631,14,24
5081,32493,28,24
5082,12552,24,24
5083,13506,22,26
5084,15590,20,24
5085,1585,20,26
5086,29211,36,24
5087,20520,34,26
5088,9490,32,26
5089,7120,40,28
5090,20239,28,24
5091,18203,14,26
5092,9873,32,26
5093,3806,18,26
5094,4791,36,30
5095,23390,32,28
5096,9608,32,24
5097,24888,32,28
5098,31885,18,26
5099,32273,26,24
5100,5162,32,24
5101,608,26,22
5102,25837,34,24
5103,14760,28,26
5104,7711,34,26
5105,22111,28,26
5106,904,18,22
5107,32135,30,26
5108,16775,36,24
5109,31801,24,26
5110,8704,42,24
5111,12618,34,26
5112,15100,20,22
5113,22824,38,24
5114,26010,40,24
5115,24005,38,26
5116,23864,32,26
5117,31224,20,22
5118,25629,32,24
5119,3953,34,28
5120,22891,32,26
5121,24045,32,22
5122,10226,28,24
5123,6577,30,24
5124,32232,26,24
5125,14558,30,28
5126,10650,26,24
5127,20673,26,28
5128,21278,30,26
5129,23741,40,28
5130,23401,34,28
5131,25530,28,24
5132,30969,34,24
5133,15642,24,24
5134,31181,20,24
5135,10845,34,24
5136,7908,38,26
5137,16413,36,26
5138,22555,36,26
5139,11931,48,22
5140,23655,36,26
5141,29131,32,20
5142,32051,32,24
5143,11726,46,24
5144,18977,32,24
5145,27349,28,26
5146,32483,26,22
5147,6821,34,28
5148,20555,26,24
5149,8839,38,26
5150,26740,28,26
5151,24125,28,24
5152,21705,32,26
5153,25525,30,26
5154,7339,32,26
5155,13044,34,26
5156,25548,24,24
5157,4192,40,26
5158,6248,36,26
5159,18998,36,28
5160,15751,32,26
5161,22035,26,26
5162,20198,24,24
5163,3895,30,28
5164,14162,20,26
5165,760,26,26
5166,23542,24,26
5167,14111,22,22
5168,5273,36,26
5169,12420,32,26
5170,14391,16,26
5171,25074,38,24
5172,23185,26,24
5173,13619,22,28
5174,9731,30,24
5175,9950,32,26
5176,27159,30,26
5177,20475,34,26
5178,19671,18,24
5179,28779,38,26
5180,21515,34,26
5181,21184,36,26
5182,1365,20,24
5183,7979,36,22
5184,10857,34,24
5185,14166,28,24
5186,21361,30,28
5187,26725,28,26
5188,6124,34,26
5189,32674,18,26
5190,24909,28,28
5191,16081,32,24
5192,30696,30,26
5193,3117,18,26
5194,13171,24,28
5195,26962,34,26
5196,31956,28,26
5197,14945,24,26
5198,4912,32,28
5199,10059,30,24
5200,28773,40,28
5201,11427,36,24
5202,6327,38,26
5203,30791,32,24
5204,7071,36,28
5205,9001,34,26
5206,18969,32,24
5207,31692,30,26
5208,1820,32,26
5209,1887,30,26
5210,21938,26,24
5211,7256,40,28
5212,5816,36,26
5213,21264,30,26
5214,9120,34,24
5215,21162,30,26
5216,27670,38,22
5217,8167,36,26
5218,26917,32,24
5219,28804,34,28
5220,15758,34,28
5221,18347,18,24
5222,17812,24,22
5223,26447,52,26
5224,7983,38,24
5225,21738,28,26
5226,14622,22,26
5227,24298,34,26
5228,9179,32,24
5229,31466,32,28
5230,2439,30,24
5231,20997,26,24
5232,19573,24,24
5233,3737,24,28
5234,32182,24,28
5235,17921,24,26
5236,17248,32,24
5237,9202,36,24
5238,9693,36,24
5239,27690,42,24
5240,27964,40,24
5241,12058,42,22
5242,23834,32,24
5243,17333,26,26
5244,3648,32,24
5245,12415,32,26
5246,3407,34,26
5247,4260,40,28
5248,20908,34,26
5249,16773,38,26
5250,14090,30,24
5251,28928,28,26
5252,30336,46,26
5253,771,28,26
5254,8415,34,22
5255,28110,46,28
5256,361,34,24
5257,19857,24,28
5258,12703,36,26
5259,21396,26,26
5260,19533,24,26
5261,11147,24,24
5262,16901,34,26
5263,28842,30,26
5264,8816,28,24
5265,2326,22,24
5266,9620,36,26
5267,4503,26,28
5268,23627,40,28
5269,5730,26,24
5270,1588,18,26
5271,22756,34,28
5272,6974,34,24
5273,29809,34,24
5274,13046,36,26
5275,27130,42,28
5276,6132,36,26
5277,29783,34,22
5278,7017,42,26
5279,25590,28,22
5280,14776,26,26
5281,5094,36,26
5282,18670,30,24
5283,10428,32,24
5284,28054,40,26
5285,16712,40,26
5286,27740,34,22
5287,21730,30,26
5288,6718,34,28
5289,22740,36,28
5290,3775,22,26
5291,32488,26,24
5292,992,28,24
5293,28679,34,24
5294,19343,22,26
5295,27567,40,26
5296,5268,38,26
5297,22986,38,26
5298,30564,38,26
5299,4113,38,26
5300,1549,26,26
5301,26310,38,24
5302,13442,30,24
5303,5061,30,24
5304,5127,36,24
5305,4816,26,28
5306,19125,26,26
5307,11639,42,26
5308,12370,36,26
5309,30097,36,24
5310,30844,34,24
5311,24986,30,24
5312,18005,36,26
5313,29982,36,24
5314,25129,34,24
5315,10547,32,24
5316,16198,30,28
5317,21553,40,28
5318,23486,20,26
5319,8955,32,24
5320,23950,32,24
5321,16163,30,28
5322,205,32,24
5323,22912,36,26
5324,3671,32,26
5325,8047,36,22
5326,22522,36,26
5327,15646,24,24
5328,1338,28,26
5329,2531,26,24
5330,10325,32,26
5331,22653,30,26
5332,32313,28,26
5333,8279,34,22
5334,7738,34,26
5335,23889,32,26
5336,8318,22,22
5337,24176,30,24
5338,6047,38,28
5339,28398,36,26
5340,3227,26,26
5341,1084,30,20
5342,24150,28,26
5343,7783,36,26
5344,7427,34,26
5345,14712,26,26
5346,23858,34,26
5347,233,32,22
5348,14977,18,26
5349,27437,42,26
5350,7617,42,24
5351,24940,28,26
5352,18598,30,26
5353,28402,38,28
5354,26593,36,24
5355,22057,28,28
5356,16172,32,28
5357,25343,36,24
5358,11170,28,22
5359,856,28,26
5360,15752,34,28
5361,2166,26,24
5362,17121,30,22
5363,27374,32,24
5364,12809,30,24
5365,3940,30,28
5366,19967,30,26
5367,536,30,24
5368,31292,22,22
5369,26614,38,26
5370,8712,40,26
5371,6403,40,28
5372,30633,36,28
5373,14178,26,24
5374,12774,28,26
5375,28482,46,26
5376,25257,30,24
5377,12144,40,24
5378,6100,40,26
5379,26480,40,26
5380,16248,30,28
5381,32570,24,26
5382,21269,32,28
5383,7702,42,24
5384,10635,30,26
5385,16687,40,26
5386,26574,32,24
5387,26916,34,26
5388,32688,20,24
5389,31401,24,26
5390,32498,30,26
5391,16258,32,28
5392,21279,32,28
5393,4088,40,26
5394,6847,34,28
5395,16997,30,24
5396,4021,28,26
5397,18025,36,28
5398,17428,30,26
5399,11444,34,22
5400,14624,24,26
5401,16228,32,28
5402,28333,38,28
5403,3207,14,26
5404,6666,32,24
5405,28116,46,28
5406,8866,38,22
5407,29873,32,24
5408,8863,40,22
5409,13807,24,26
5410,28674,36,26
5411,24932,28,26
5412,15652,24,24
5413,20170,34,26
5414,10516,34,22
5415,12980,22,24
5416,14797,24,26
5417,12356,32,24
5418,649,24,24
5419,8168,38,26
5420,11189,26,26
5421,15173,26,24
5422,6045,38,28
5423,13742,24,26
5424,1437,20,26
5425,32756,14,24
5426,32144,28,26
5427,13877,34,24
5428,457,42,24
5429,24757,24,26
5430,31799,26,26
5431,18707,28,22
5432,3733,28,28
5433,2215,30,24
5434,23662,32,24
5435,8281,36,24
5436,10005,36,24
5437,7640,42,26
5438,28177,46,24
5439,13158,30,24
5440,30859,32,24
5441,25122,34,24
5442,20730,32,28
5443,3846,22,28
5444,19520,24,26
5445,11596,42,22
5446,28270,38,28
5447,13030,36,26
5448,28623,42,26
5449,29778,36,24
5450,26242,42,26
5451,15484,26,26
5452,29151,38,26
5453,13555,28,26
5454,26221,46,24
5455,13455,30,26
5456,27239,40,28
5457,20570,28,26
5458,3968,38,28
5459,10434,34,24
5460,7118,32,26
5461,32094,26,26
5462,9159,34,24
5463,23123,38,26
5464,9409,32,26
5465,30160,38,22
5466,684,30,24
5467,304,26,24
5468,26312,40,26
5469,24902,26,26
5470,17389,34,26
5471,27070,32,26
5472,618,28,24
5473,32702,18,24
5474,16556,26,24
5475,26192,42,24
5476,17031,36,26
5477,29481,42,22
5478,19299,22,26
5479,5768,40,26
5480,14154,24,24
5481,16917,34,26
5482,11369,40,24
5483,18882,26,26
5484,10094,32,24
5485,19765,24,24
5486,16304,38,24
5487,7226,36,28
5488,3159,20,28
5489,1475,20,28
5490,27496,32,22
5491,30508,40,26
5492,18041,34,28
5493,18104,32,26
5494,27065,32,26
5495,2795,28,26
5496,26729,30,26
5497,11684,44,24
5498,8493,42,26
5499,21906,28,28
5500,23846,30,26
5501,20498,38,26
5502,14634,26,28
5503,24380,32,28
5504,24162,30,28
5505,26980,32,26
5506,23883,32,26
5507,15638,22,24
5508,14749,32,28
5509,2176,28,24
5510,3411,36,26
5511,31360,24,26
5512,15450,18,24
5513,14555,30,28
5514,8595,32,24
5515,2755,30,26
5516,1430,22,28
5517,11483,40,28
5518,21833,28,26
5519,11180,28,28
5520,7836,32,26
5521,14641,20,26
5522,25599,30,24
5523,23176,28,26
5524,27649,38,24
5525,16976,34,24
5526,8544,34,24
5527,6050,40,28
5528,3642,34,26
5529,9035,34,24
5530,5517,34,26
5531,27872,40,26
5532,10828,36,26
5533,32605,20,26
5534,15001,20,20
5535,29260,40,26
5536,1268,22,24
5537,32229,28,26
5538,9667,34,24
5539,17864,26,24
5540,22874,36,28
5541,966,26,24
5542,9167,36,24
5543,20987,26,24
5544,6159,38,28
5545,8637,38,24
5546,18407,24,26
5547,895,24,24
5548,13670,30,24
5549,27450,42,26
5550,8531,34,24
5551,2488,24,24
5552,15403,24,26
5553,32475,28,26
5554,4578,36,26
5555,19449,20,26
5556,30429,42,24
5557,4776,38,30
5558,12826,32,26
5559,25274,36,26
5560,11685,46,28
5561,22897,34,28
5562,1945,22,24
5563,8940,28,24
5564,14428,24,26
5565,26111,40,24
5566,9823,36,24
5567,8961,34,24
5568,10800,32,26
5569,1150,26,22
5570,23024,38,26
5571,20665,26,26
5572,23155,36,26
5573,14517,28,26
5574,6802,30,26
5575,29248,40,26
5576,22993,36,26
5577,25597,32,26
5578,7377,32,24
5579,24191,28,26
5580,15970,26,24
5581,18968,34,26
5582,17730,26,24
5583,29839,30,24
5584,12024,44,26
5585,26305,38,26
5586,32026,24,22
5587,3402,36,26
5588,24629,34,26
5589,19551,22,26
5590,10259,26,24
5591,18004,38,26
5592,9639,34,24
5593,29719,36,22
5594,1547,26,26
5595,22247,40,26
5596,30422,44,24
5597,11123,24,26
5598,11407,34,26
5599,30672,36,26
5600,26624,38,24
5601,10369,40,24
5602,24316,26,26
5603,4613,36,28
5604,31276,22,24
5605,28637,38,26
5606,11917,50,26
